ticker,name,corp_code,year,quarter,quarter_key,Assets,Equity,Liabilities,Debt_to_Equity,Debt_to_Equity_log,Revenue_ttm,Revenue_ttm_yoy,Revenue_acc2,OpIncome_ttm,OpIncome_ttm_yoy,OpIncome_acc2,NetIncome_ttm,NetIncome_ttm_yoy,NetIncome_acc2,CFO_ttm,CFO_ttm_yoy,CFO_acc2,CAPEX_ttm,CAPEX_ttm_yoy,CAPEX_acc2,Assets_ttm,CFO_to_Assets_ttm,CAPEX_to_Assets_ttm,CFO_isnull,CFO_warn,CFO_safe,Quality_CFO_to_Assets,industry4,rebalance_month,passed_filters,filter_status,industry4_scored,CFO_warn_scored,CFO_isnull_scored,quarter_scored,year_scored,corp_code_scored,score_total,score,score_rank,OpIncome_acc2__raw,OpIncome_acc2__z,OpIncome_acc2__rank,OpIncome_acc2__mult,OpIncome_acc2__contrib,Debt_to_Equity_log__raw,Debt_to_Equity_log__z,Debt_to_Equity_log__rank,Debt_to_Equity_log__mult,Debt_to_Equity_log__contrib,Quality_CFO_to_Assets__raw,Quality_CFO_to_Assets__z,Quality_CFO_to_Assets__rank,Quality_CFO_to_Assets__mult,Quality_CFO_to_Assets__contrib,CAPEX_ttm_yoy__raw,CAPEX_ttm_yoy__z,CAPEX_ttm_yoy__rank,CAPEX_ttm_yoy__mult,CAPEX_ttm_yoy__contrib,CFO_isnull__raw,CFO_isnull__z,CFO_isnull__rank,CFO_isnull__mult,CFO_isnull__contrib,selected_topk
098460,고영,00579999,2025,4,202504,410335212878.0,335165611050.0,75169601828.0,0.2242759977448468,0.20234964702508956,172360832068.0,0.10318014198694492,0.2128991497020375,12646074759.0,3.8130464141012164,4.671794582701394,6302311916.0,-0.7521078642961823,-1.165276745008475,15042890383.0,0.6337339999465961,2.9736964739126908,2717575290.0,-0.18013148599143114,-3.1335365971446834,410335212878.0,0.03666000360410823,0.006622817649354368,0,1,15042890383.0,0.03666000360410823,29271,2026-03-31,True,passed,29271,1.0,0.0,4.0,2025.0,00579999,0.8009839134182635,0.8009839134182635,11.0,4.671794582701394,-0.11069031952815976,10.0,1.0,-0.11069031952815976,0.20234964702508956,-1.0322759747521901,80.0,1.0,0.8258207798017522,0.03666000360410823,0.6114954375837108,19.0,0.6,0.09172431563755662,-0.18013148599143114,0.039139083285904055,53.0,1.0,-0.005870862492885608,0.0,0.0,1.0,0.6,-0.0,0
114810,한솔아이원스,00625942,2025,4,202504,254358289046.0,210271082405.0,44087206641.0,0.2096684248577952,0.1903462930126865,147606242909.0,0.22402070447965805,-0.0035667133546952723,23936799073.0,0.30280938027457793,-1.6260698798144473,21993607543.0,-0.18123009295730053,23.545499552382037,6297345284.0,-0.3766454380324389,-3.6978962758046166,4582462128.0,1.3435371732304833,1.8023218433966237,254358289046.0,0.02475777497803951,0.018015776663646586,0,0,6297345284.0,0.02475777497803951,2927,2026-03-31,True,passed,2927,0.0,0.0,4.0,2025.0,00625942,0.6827400530431098,0.6827400530431098,12.0,-1.6260698798144473,-0.17084605972243008,76.0,1.0,-0.17084605972243008,0.1903462930126865,-1.053308027233094,81.0,1.0,0.8426464217864752,0.02475777497803951,0.22625826702229768,30.0,1.0,0.05656456675557442,1.3435371732304833,0.304165838510065,13.0,1.0,-0.04562487577650975,0.0,0.0,1.0,1.0,-0.0,0
064960,SNT모티브,00398792,2025,4,202504,1279363819077.0,1019390057900.0,259973761177.0,0.2550287391585517,0.22715847204948206,775288589228.0,0.03638648988019333,0.16606854360575274,80551228283.0,0.05840505727884726,0.19130212122431123,48245408942.0,-0.44788341858217884,-0.966116857990463,28533183729.0,-0.37284144070332537,-0.6137813460548327,21598758481.0,0.39008958953606987,-0.5221167266281534,1279363819077.0,0.02230263456221963,0.016882420902431392,0,0,28533183729.0,0.02230263456221963,303,2026-03-31,True,passed,303,0.0,0.0,4.0,2025.0,00398792,0.6535079983528763,0.6535079983528763,13.0,0.19130212122431123,-0.15348694401241114,34.0,1.0,-0.15348694401241114,0.22715847204948206,-0.9888064153804161,77.0,1.0,0.7910451323043329,0.02230263456221963,0.14679320406342716,36.0,1.0,0.03669830101585679,0.39008958953606987,0.1383232730326818,23.0,1.0,-0.02074849095490227,0.0,0.0,1.0,1.0,-0.0,0
052400,코나아이,00349732,2025,4,202504,559070392738.0,257888596774.0,301181795964.0,1.1678755855496004,0.7737476951916037,215913386520.0,0.1946623467964239,0.3348816599021338,58722210940.0,1.5201381039646646,1.60043644888358,44492412626.0,0.9576571992231604,0.9201557393533388,66298905944.0,11.927986804315983,13.0335115610944,9859814630.0,1.5804503935637308,2.1269797519932405,559070392738.0,0.11858776069200644,0.017636087974024866,0,0,66298905944.0,0.11858776069200644,58221,2026-03-31,True,passed,58221,0.0,0.0,4.0,2025.0,00349732,0.6488418967008135,0.6488418967008135,14.0,1.60043644888358,-0.14002721984431812,14.0,1.0,-0.14002721984431812,0.7737476951916037,-0.031082997847055593,37.0,1.0,0.024866398277644475,0.11858776069200644,3.2632355715160393,1.0,1.0,0.8158088928790098,1.5804503935637308,0.3453744974101511,10.0,1.0,-0.05180617461152266,0.0,0.0,1.0,1.0,-0.0,0
020150,롯데에너지머티리얼즈,00113997,2025,4,202504,2208680587320.0,1793464927050.0,415215660270.0,0.2315159075638975,0.20824585572109267,533824850423.0,-0.2272415934179246,-0.3954543767919503,-110943093099.0,2.3920641057119365,7.1213370598594885,-142624272576.0,-7.408508737213422,-5.9813579313583345,15569246101.0,-0.12999156148125846,2.018200851266065,15929799446.0,0.32395646408486867,0.8122673112260602,2208680587320.0,0.007049116196512431,0.007212359966150255,0,0,15569246101.0,0.007049116196512431,2629,2026-03-31,True,passed,2629,0.0,0.0,4.0,2025.0,00113997,0.6245112966461186,0.6245112966461186,15.0,7.1213370598594885,-0.0872928580985298,7.0,1.0,-0.0872928580985298,0.20824585572109267,-1.0219447481129893,79.0,1.0,0.8175557984903915,0.007049116196512431,-0.34691452420531593,61.0,1.0,-0.08672863105132898,0.32395646408486867,0.12682008462942707,25.0,1.0,-0.01902301269441406,0.0,0.0,1.0,1.0,-0.0,0
004000,롯데정밀화학,00157681,2025,4,202504,2746168414774.0,2435737106786.0,310431307988.0,0.12744860975477762,0.11995721242448422,1309319560199.0,0.047346331415184295,0.13312094439826339,46789355517.0,0.16841359189976512,0.8336965706548338,70875858234.0,-0.34337448959134753,0.10283786127905681,17853888048.0,0.8523864904783769,1.6389484173353526,147844132392.0,2.7954222775834685,3.097957410598247,2746168414774.0,0.006501381325321708,0.053836513302177445,0,0,17853888048.0,0.006501381325321708,20119,2026-03-31,True,passed,20119,0.0,0.0,4.0,2025.0,00157681,0.6192963011051138,0.6192963011051138,16.0,0.8336965706548338,-0.14735094127176998,17.0,1.0,-0.14735094127176998,0.11995721242448422,-1.1766424582166255,84.0,1.0,0.9413139665733005,0.006501381325321708,-0.3646429546215471,64.0,1.0,-0.09116073865538678,2.7954222775834685,0.5567065702735328,3.0,1.0,-0.0835059855410299,0.0,0.0,1.0,1.0,-0.0,0
018260,삼성에스디에스,00126186,2025,4,202504,13453704199195.0,10262899983419.0,3190804215776.0,0.31090668533564036,0.2707190240145882,10538550877205.0,0.0272948183821895,0.00844826285614686,724807110801.0,0.10103306580437033,0.03096048602216772,581589723815.0,-0.036603100671123934,-0.18700910662378856,302073226595.0,-0.5390928650199331,-0.5455361865168182,121006703765.0,-0.06578475403812589,0.23110608839704805,13453704199195.0,0.02245279234049716,0.008994303871512234,0,0,302073226595.0,0.02245279234049716,62021,2026-03-31,True,passed,62021,0.0,0.0,4.0,2025.0,00126186,0.6040249063433888,0.6040249063433888,17.0,0.03096048602216772,-0.15501849011140287,40.0,1.0,-0.15501849011140287,0.2707190240145882,-0.9124804306531001,71.0,1.0,0.7299843445224802,0.02245279234049716,0.15165333231829253,35.0,1.0,0.03791333307957313,-0.06578475403812589,0.05902854098174396,47.0,1.0,-0.008854281147261594,0.0,0.0,1.0,1.0,-0.0,0
166090,하나머티리얼즈,00660750,2025,4,202504,685606173112.0,463680286012.0,221925887100.0,0.4786183363729563,0.3911080952359938,203645533963.0,0.08185462768753449,0.03912184228342297,38082869179.0,0.21216012674734852,0.27861645079986175,29168272001.0,0.23711965984351524,0.39000962447029186,29859891423.0,0.26077718666785854,-0.7184404288150159,6257293333.0,0.25171219013938795,1.05424337228721,685606173112.0,0.04355254166902332,0.009126658391358757,0,0,29859891423.0,0.04355254166902332,2612,2026-03-31,True,passed,2612,0.0,0.0,4.0,2025.0,00660750,0.600084760970476,0.600084760970476,18.0,0.27861645079986175,-0.1526529377938833,27.0,1.0,-0.1526529377938833,0.3911080952359938,-0.7015369509023989,60.0,1.0,0.5612295607219191,0.04355254166902332,0.8345849064163855,12.0,1.0,0.20864622660409637,0.25171219013938795,0.11425392374437368,29.0,1.0,-0.01713808856165605,0.0,0.0,1.0,1.0,-0.0,0
012750,에스원,00158501,2025,4,202504,2431985312121.0,1756330800795.0,675654511326.0,0.38469661354237267,0.32548106405004246,2190672800074.0,0.03237718650125143,-0.04183471259664984,172441062673.0,0.1573422115804335,0.22083757623104527,130268614674.0,0.0645462418472138,0.23235964796517417,66854510040.0,0.034766231405957804,0.5583111334600488,42428101786.0,0.11136256018421675,0.16395871030134457,2431985312121.0,0.02748968495278221,0.01744587090001679,0,0,66854510040.0,0.02748968495278221,75320,2026-03-31,True,passed,75320,0.0,0.0,4.0,2025.0,00158501,0.5652112388482008,0.5652112388482008,19.0,0.22083757623104527,-0.1532048281986334,31.0,1.0,-0.1532048281986334,0.32548106405004246,-0.816527407956535,67.0,1.0,0.653221926365228,0.02748968495278221,0.3146814776631435,25.0,1.0,0.07867036941578588,0.11136256018421675,0.08984152489453079,34.0,1.0,-0.013476228734179618,0.0,0.0,1.0,1.0,-0.0,0
207940,삼성바이오로직스,00877059,2025,4,202504,11060741976837.0,7451110647985.0,3609631328852.0,0.48444205157900194,0.39503897881072786,2896750871868.0,-0.13793505951720686,-0.40089353846579345,1340373130190.0,0.36567366280326774,0.13134619179968143,1209892339572.0,0.4775550909853086,0.15110940897150105,422151027238.0,0.08366422876121571,0.6159275766634531,554841586842.0,-0.03095020735858145,-0.9457739672057475,11060741976837.0,0.03816661017154665,0.05016314348566569,0,0,422151027238.0,0.03816661017154665,211,2026-03-31,True,passed,211,0.0,0.0,4.0,2025.0,00877059,0.5569615577621709,0.5569615577621709,20.0,0.13134619179968143,-0.15405962914005092,38.0,1.0,-0.15405962914005092,0.39503897881072786,-0.6946493301961613,58.0,1.0,0.5557194641569291,0.03816661017154665,0.6602594858492602,17.0,1.0,0.16506487146231505,-0.03095020735858145,0.06508765811348226,42.0,1.0,-0.009763148717022338,0.0,0.0,1.0,1.0,-0.0,0
045100,한양이엔지,00216762,2025,4,202504,923696416239.0,624227340914.0,299469075325.0,0.4797436057294676,0.391868833396369,866454721272.0,-0.07587882040654259,-0.24092642909418704,41621017040.0,-0.33595487399028556,-0.26903573662617697,33820748068.0,-0.41720646257671823,-0.3514879951807025,38894252060.0,-0.5062655360138557,-0.6247710903285286,25220086627.0,2.6356429257313914,2.972815371118167,923696416239.0,0.04210718086183024,0.027303436695887837,0,0,38894252060.0,0.04210718086183024,721,2026-03-31,True,passed,721,0.0,0.0,4.0,2025.0,00216762,0.5198928271870852,0.5198928271870852,21.0,-0.26903573662617697,-0.15788398442877136,62.0,1.0,-0.15788398442877136,0.391868833396369,-0.7002039997208621,59.0,1.0,0.5601631997766897,0.04210718086183024,0.787803188025942,13.0,1.0,0.1969507970064855,2.6356429257313914,0.5289145677821249,4.0,1.0,-0.07933718516731873,0.0,0.0,1.0,1.0,-0.0,0
004370,농심,00108241,2025,4,202504,3822122467403.0,2831185859403.0,990936608000.0,0.3500076141977322,0.3001102325809008,2643159175243.0,0.021179218332737504,0.007989917142651626,129557482005.0,0.032563655191972796,0.2302629947081125,119440014612.0,-0.010398253192428042,-0.004326554224751478,69780606329.0,0.03518812317850473,0.1964841151425325,32359709160.0,0.5577645900482793,1.055028452054065,3822122467403.0,0.018257030465173324,0.008466423940096116,0,0,69780606329.0,0.018257030465173324,108,2026-03-31,True,passed,108,0.0,0.0,4.0,2025.0,00108241,0.5145097446538365,0.5145097446538365,22.0,0.2302629947081125,-0.15311479878810805,30.0,1.0,-0.15311479878810805,0.3001102325809008,-0.8609817045132956,70.0,1.0,0.6887853636106365,0.018257030465173324,0.01584990558365714,41.0,1.0,0.003962476395914285,0.5577645900482793,0.16748864376404118,20.0,1.0,-0.025123296564606178,0.0,0.0,1.0,1.0,-0.0,0
000100,유한양행,00145109,2025,4,202504,3220925833989.0,2362284335746.0,858641498243.0,0.3634793175614249,0.3100397545499756,1616624008341.0,0.10048795278101674,0.03283415723087746,82360675082.0,10.278660893749757,11.147973753510511,164149185534.0,7.365746399819077,8.195147978654143,7697210176.0,-0.8562202220002778,-0.7687977796952249,49682322071.0,0.12151475943680201,0.4261470250492835,3220925833989.0,0.002389750827161172,0.015424857519761715,0,0,7697210176.0,0.002389750827161172,212,2026-03-31,True,passed,212,0.0,0.0,4.0,2025.0,00145109,0.4878634079405872,0.4878634079405872,23.0,11.147973753510511,-0.04883135861061869,6.0,1.0,-0.04883135861061869,0.3100397545499756,-0.8435833817654974,69.0,1.0,0.674866705412398,0.002389750827161172,-0.49772331707031936,68.0,1.0,-0.12443082926757984,0.12151475943680201,0.09160739729074836,33.0,1.0,-0.013741109593612254,0.0,0.0,1.0,1.0,-0.0,0
086450,동국제약,00114808,2025,4,202504,1062896288305.0,763738526426.0,299157761879.0,0.3917018083125154,0.3305273207979428,700074244028.0,0.14524545502007014,0.04294453205105242,71756160074.0,0.23954591319599428,0.14069522479662422,51606547659.0,0.2560477661158598,0.12638640474170226,23533178247.0,-0.22992574155268353,-1.8758697277858536,14415964867.0,1.3500369940265977,1.7595822708492022,1062896288305.0,0.02214061569876055,0.013562908277710829,0,0,23533178247.0,0.02214061569876055,212,2026-03-31,True,passed,212,0.0,0.0,4.0,2025.0,00114808,0.4817708617266514,0.4817708617266514,24.0,0.14069522479662422,-0.15397032934590976,36.0,1.0,-0.15397032934590976,0.3305273207979428,-0.8076854512297497,66.0,1.0,0.6461483609837998,0.02214061569876055,0.14154917032004508,37.0,1.0,0.03538729258001127,1.3500369940265977,0.3052964166083324,12.0,1.0,-0.04579446249124986,0.0,0.0,1.0,1.0,-0.0,0
006650,대한유화,00260383,2025,4,202504,2700325545731.0,2081469764215.0,618855781516.0,0.29731672885932775,0.26029807664722177,2437903246992.0,0.15140556935116423,-0.0032508680908487353,9819592852.0,-1.3137906016122283,-0.6996933619602632,13543664868.0,0.15191864730397153,1.4053980128315837,25506610014.0,-0.6391303472587493,-1.6492361225343688,34553173647.0,1.3015173002164135,0.45552664669718945,2700325545731.0,0.00944575369970629,0.012795928884065782,0,0,25506610014.0,0.00944575369970629,20111,2026-03-31,True,passed,20111,0.0,0.0,4.0,2025.0,00260383,0.4707300402344117,0.4707300402344117,25.0,-0.6996933619602632,-0.16199752615017096,74.0,1.0,-0.16199752615017096,0.26029807664722177,-0.9307398197958942,73.0,1.0,0.7445918558367154,0.00944575369970629,-0.2693430138942485,57.0,1.0,-0.06733575347356212,1.3015173002164135,0.2968569065238042,14.0,1.0,-0.04452853597857063,0.0,0.0,1.0,1.0,-0.0,0
003670,포스코퓨처엠,00155276,2025,4,202504,9143896515830.0,4512079082909.0,4631817432921.0,1.0265372897530871,0.7063285679793946,2063899869084.0,-0.2568297131890379,-0.056218451457201724,-33842667016.0,51.35978732913881,51.84458929691228,-9927215216.0,-0.9568625673784168,-12.249109930432835,155108192327.0,0.7752437005178336,1.2540592291175574,294637115074.0,-0.4483743612245983,-0.5535305191676603,9143896515830.0,0.01696303015442872,0.03222227138768702,0,0,155108192327.0,0.01696303015442872,282,2026-03-31,True,passed,282,0.0,0.0,4.0,2025.0,00155276,0.4538837655219287,0.4538837655219287,26.0,51.84458929691228,0.33989327114062406,4.0,1.0,0.33989327114062406,0.7063285679793946,-0.14921353205263832,43.0,1.0,0.11937082564211066,0.01696303015442872,-0.026032756401596024,44.0,1.0,-0.006508189100399006,-0.4483743612245983,-0.007519052263953458,66.0,1.0,0.0011278578395930187,0.0,0.0,1.0,1.0,-0.0,0
035420,NAVER,00266961,2025,4,202504,41084496327318.0,28953013365595.0,12131482961723.0,0.4190058840693555,0.34995654480028476,8896952649474.0,0.10904673018835376,-0.0012331723181531196,1637491557549.0,0.12620259205906215,-0.18530916630851646,1084022588790.0,-0.22674678921371105,-1.4561902995968175,944516558325.0,0.08746057351627812,-0.39913590614283767,566670502186.0,1.6057055938824991,0.6327419109075343,41084496327318.0,0.02298961026076812,0.013792806358665474,0,0,944516558325.0,0.02298961026076812,63120,2026-03-31,True,passed,63120,0.0,0.0,4.0,2025.0,00266961,0.45162129124542305,0.45162129124542305,27.0,-0.18530916630851646,-0.1570842476542879,60.0,1.0,-0.1570842476542879,0.34995654480028476,-0.7736419281895857,64.0,1.0,0.6189135425516685,0.02298961026076812,0.16902841586011763,33.0,1.0,0.04225710396502941,1.6057055938824991,0.3497673841132466,9.0,1.0,-0.052465107616986986,0.0,0.0,1.0,1.0,-0.0,0
